,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno
6843,CLI6845,1,1,58,0,2,2,2,4,1966,1,99290,9,0.622,30,1,383,3.0
6844,CLI6846,0,1,55,1,0,2,0,1,1969,1,43485,44,1.443,50,1,264,0.0
6845,CLI6847,0,1,47,1,0,2,1,3,1977,1,94021,16,1.678,80,0,329,0.5
6846,CLI6848,0,0,25,0,3,0,0,4,1999,2,21841,21,1.374,30,0,463,3.0
6847,CLI6849,0,1,67,1,0,2,1,2,1957,1,69446,44,0.74,50,0,281,0.0
6848,CLI6850,1,1,30,1,5,0,1,2,1994,3,20072,9,1.353,30,1,282,0.0
6849,CLI6851,0,1,69,1,8,2,1,3,1955,1,67624,24,1.365,80,0,30,0.0
6850,CLI6852,0,1,91,1,8,2,0,1,1933,0,121081,29,1.072,50,1,188,0.0
6851,CLI6853,1,1,35,1,3,1,0,2,1989,3,31224,18,0.962,30,0,513,4.0
6852,CLI6854,1,1,64,1,0,2,1,5,1960,1,36103,41,1.6,30,1,138,0.0
6853,CLI6855,1,1,74,1,5,2,1,3,1950,1,42883,3,1.717,30,0,540,4.0
6854,CLI6856,0,0,21,0,3,0,0,5,2003,2,18935,12,2.306,30,0,142,0.0
6855,CLI6857,1,1,97,1,8,2,2,2,1927,0,91393,47,1.111,50,1,268,0.0
6856,CLI6858,1,1,39,1,0,1,0,2,1985,3,27584,18,1.905,30,0,547,1.0
6857,CLI6859,1,1,50,1,0,2,1,4,1974,1,123651,14,1.58,80,0,207,0.0
6858,CLI6860,0,1,39,1,0,1,1,4,1985,3,27121,8,2.043,30,0,121,0.0
6859,CLI6861,0,1,30,0,3,0,0,2,1994,3,28503,43,1.284,30,0,400,3.0
6860,CLI6862,1,1,39,1,2,1,2,3,1985,3,31638,32,1.376,30,0,320,0.5
6861,CLI6863,0,0,22,0,3,0,0,3,2002,2,20564,16,1.926,30,0,263,0.0
6862,CLI6864,1,1,45,0,7,2,1,3,1979,1,71962,29,1.79,30,0,224,0.0
6863,CLI6865,0,0,36,0,3,1,0,6,1988,3,30034,22,1.997,30,0,194,0.0
6864,CLI6866,1,1,64,1,0,2,0,1,1960,1,70221,41,1.189,50,0,164,0.0
6865,CLI6867,1,1,95,0,2,2,2,2,1929,0,65464,14,1.248,30,1,112,0.0
6866,CLI6868,1,1,67,0,4,2,1,5,1957,1,122252,9,0.915,200,0,554,4.0
6867,CLI6869,1,0,35,1,0,1,0,3,1989,3,21803,39,0.893,30,0,567,4.0
6868,CLI6870,1,0,22,0,3,0,0,3,2002,2,17508,44,2.754,30,1,278,0.0
6869,CLI6871,1,0,35,0,0,1,0,4,1989,3,21136,26,1.146,30,0,165,0.0
6870,CLI6872,0,1,76,0,0,2,2,2,1948,1,38745,14,1.58,30,0,423,3.0
6871,CLI6873,0,0,39,1,7,1,0,4,1985,3,24469,36,1.1,30,0,414,3.0
6872,CLI6874,0,0,79,1,8,2,0,2,1945,0,43380,41,1.737,50,0,328,0.5
6873,CLI6875,0,1,41,1,0,1,0,1,1983,3,59614,18,1.537,50,1,335,0.5
6874,CLI6876,1,0,24,0,3,0,0,1,2000,2,16552,22,2.582,30,0,389,3.0
6875,CLI6877,0,0,28,0,3,0,0,1,1996,3,26374,28,2.202,30,0,424,3.0
6876,CLI6878,1,0,36,1,3,1,0,1,1988,3,21711,45,0.686,30,1,116,0.0
6877,CLI6879,1,1,44,0,2,2,1,4,1980,1,44273,14,1.169,30,0,94,0.0
6878,CLI6880,0,1,61,1,0,2,0,2,1963,1,127297,28,1.287,50,1,286,0.0
6879,CLI6881,1,1,25,0,2,0,2,9,1999,2,27323,4,2.892,30,0,472,3.0
6880,CLI6882,0,1,56,0,5,2,2,1,1968,1,110905,16,1.267,120,0,124,0.0
6881,CLI6883,1,1,76,0,5,2,1,3,1948,1,110507,36,0.583,30,1,298,0.0
6882,CLI6884,0,1,80,0,8,2,2,2,1944,0,118459,3,1.6,120,0,80,0.0
6883,CLI6885,0,1,79,1,8,2,2,1,1945,0,41477,17,1.58,50,1,267,0.0
6884,CLI6886,0,0,22,0,6,0,0,3,2002,2,23192,39,1.029,30,1,241,0.0
6885,CLI6887,0,0,58,1,0,2,0,1,1966,1,43998,24,1.111,50,0,476,3.0
6886,CLI6888,0,1,51,1,0,2,1,4,1973,1,111867,10,1.619,80,0,249,0.0
6887,CLI6889,0,1,58,1,4,2,0,4,1966,1,66002,4,1.209,80,0,235,0.0
6888,CLI6890,1,1,58,0,2,2,1,5,1966,1,58833,19,1.17,30,0,161,0.0
6889,CLI6891,1,1,55,0,2,2,2,4,1969,1,86870,11,1.58,30,1,259,0.0
6890,CLI6892,0,1,73,1,0,2,1,3,1951,1,63015,26,0.74,80,0,468,3.0
6891,CLI6893,0,1,95,1,8,2,0,2,1929,0,50664,0,1.17,50,0,133,0.0
6892,CLI6894,0,0,30,1,5,0,0,1,1994,3,24503,4,1.652,30,1,372,3.0
6893,CLI6895,0,0,46,1,0,2,0,1,1978,1,37836,33,1.756,50,0,462,1.0
6894,CLI6896,1,0,36,0,6,1,0,9,1988,3,21586,47,1.238,30,0,395,3.0
6895,CLI6897,1,1,90,0,2,2,2,2,1934,0,91404,34,1.287,120,0,238,0.0
6896,CLI6898,1,1,29,0,7,0,0,2,1995,3,31944,44,1.098,30,0,543,4.0
6897,CLI6899,1,1,42,1,4,2,1,4,1982,3,105377,35,1.491,30,0,305,0.5
6898,CLI6900,0,0,35,1,0,1,0,7,1989,3,25050,35,1.744,30,0,450,3.0
6899,CLI6901,1,0,22,0,3,0,0,5,2002,2,21145,20,14.775,30,1,157,0.0
6900,CLI6902,1,0,30,0,7,0,0,3,1994,3,23733,8,1.767,30,0,492,3.0
6901,CLI6903,1,0,24,0,3,0,0,4,2000,2,15165,36,1.374,30,0,363,0.5
6902,CLI6904,1,1,88,1,8,2,2,3,1936,0,109087,23,1.091,80,0,495,3.0
6903,CLI6905,0,1,35,1,0,1,2,3,1989,3,22564,38,0.686,30,0,59,0.0
6904,CLI6906,1,1,85,1,8,2,0,1,1939,0,90264,49,1.111,50,1,206,0.0
6905,CLI6907,1,0,24,0,3,0,0,2,2000,2,14629,4,2.754,30,0,263,0.0
6906,CLI6908,0,1,35,1,3,1,0,2,1989,3,19760,43,0.801,30,0,340,0.5
6907,CLI6909,1,1,52,1,2,2,0,1,1972,1,80272,2,1.619,50,0,326,0.5
6908,CLI6910,1,1,54,1,7,2,1,2,1970,1,81220,13,0.681,50,0,406,3.0
6909,CLI6911,1,1,61,1,2,2,2,9,1963,1,120931,49,0.583,200,0,476,3.0
6910,CLI6912,1,0,31,1,7,0,0,2,1993,3,30924,23,1.974,30,0,493,3.0
6911,CLI6913,1,1,65,1,0,2,0,1,1959,1,59797,27,0.7,50,1,183,0.0
6912,CLI6914,0,1,46,0,5,2,0,1,1978,1,126286,34,1.091,120,0,235,0.0
6913,CLI6915,0,0,41,1,0,1,0,1,1983,3,41741,0,1.997,50,0,343,0.5
6914,CLI6916,0,0,22,0,3,0,0,3,2002,2,16532,11,1.512,30,0,556,4.0
6915,CLI6917,1,1,47,1,6,2,2,6,1977,1,51794,46,1.463,30,0,173,0.0
6916,CLI6918,0,1,80,1,5,2,0,1,1944,0,103320,32,1.658,50,0,257,0.0
6917,CLI6919,0,0,51,0,4,2,0,3,1973,1,32179,15,0.603,30,0,462,3.0
6918,CLI6920,1,1,31,0,5,0,1,2,1993,3,19578,2,2.02,30,0,324,0.5
6919,CLI6921,0,1,39,1,7,1,1,2,1985,3,21479,25,0.663,30,0,209,0.0
6920,CLI6922,0,1,53,1,0,2,2,3,1971,1,97817,16,0.798,80,0,103,0.0
6921,CLI6923,0,0,35,1,0,1,0,3,1989,3,21925,39,0.939,30,1,347,0.5
6922,CLI6924,1,1,73,1,2,2,1,2,1951,1,125522,22,1.091,50,1,372,3.0
6923,CLI6925,0,1,52,1,0,2,2,2,1972,1,45314,21,1.717,50,0,427,1.0
6924,CLI6926,1,1,31,1,3,0,0,2,1993,3,27805,43,0.847,30,0,350,0.5
6925,CLI6927,0,1,39,1,0,1,1,2,1985,3,18461,1,1.537,30,1,110,0.0
6926,CLI6928,0,1,83,1,8,2,2,2,1941,0,127986,8,0.74,50,0,513,4.0
6927,CLI6929,1,1,53,1,2,2,2,3,1971,1,48307,34,1.717,30,0,75,0.0
6928,CLI6930,1,0,45,1,7,2,0,4,1979,1,71749,15,0.824,30,0,505,4.0
6929,CLI6931,0,0,28,0,5,0,0,3,1996,3,27451,26,1.926,30,1,384,3.0
6930,CLI6932,0,1,57,0,5,2,1,3,1967,1,114443,20,0.583,30,0,262,0.0
6931,CLI6933,1,1,64,1,5,2,1,2,1960,1,89926,0,0.857,50,1,153,0.0
6932,CLI6934,0,0,29,0,3,0,0,1,1995,3,24218,22,2.306,30,0,565,4.0
6933,CLI6935,0,0,54,1,0,2,0,3,1970,1,114689,13,1.658,80,0,238,0.0
6934,CLI6936,1,0,31,1,6,0,0,5,1993,3,29529,24,1.629,30,1,260,0.0
6935,CLI6937,1,0,58,1,0,2,0,1,1966,1,74802,43,1.424,50,0,351,0.5
6936,CLI6938,0,0,30,1,5,0,0,4,1994,3,23741,29,1.215,30,1,373,3.0
6937,CLI6939,0,0,36,1,7,1,0,4,1988,3,29074,28,1.698,30,0,94,0.0
6938,CLI6940,0,1,98,1,8,2,2,2,1926,0,112934,29,1.756,50,0,513,1.0
6939,CLI6941,0,0,44,1,0,2,0,1,1980,1,46166,5,1.445,50,0,544,1.0
6940,CLI6942,1,1,52,0,2,2,2,4,1972,1,92458,19,0.955,30,1,302,0.5
6941,CLI6943,1,0,30,0,3,0,0,5,1994,3,25259,27,0.732,30,0,35,0.0
6942,CLI6944,1,1,41,1,2,1,0,6,1983,3,57911,40,1.537,30,0,574,1.0
6943,CLI6945,1,1,62,0,8,2,2,3,1962,1,109985,21,0.642,30,0,594,4.0
6944,CLI6946,1,1,53,1,2,2,2,5,1971,1,89000,5,1.561,30,0,468,1.0
6945,CLI6947,0,0,35,1,4,1,0,1,1989,3,29643,7,0.686,30,0,421,3.0
6946,CLI6948,1,1,43,1,5,2,1,3,1981,3,90287,35,1.445,30,0,230,0.0
6947,CLI6949,1,1,43,1,0,2,1,4,1981,3,56898,40,1.169,30,0,596,4.0
6948,CLI6950,0,0,43,1,0,2,0,1,1981,3,121021,29,0.985,50,0,476,3.0
6949,CLI6951,1,1,66,0,0,2,2,4,1958,1,39679,3,0.74,30,1,332,0.5
6950,CLI6952,0,0,36,1,4,1,0,2,1988,3,23805,4,0.709,30,0,468,3.0
6951,CLI6953,0,1,55,0,0,2,1,4,1969,1,22799,34,1.111,30,0,49,0.0
6952,CLI6954,1,1,64,1,7,2,0,2,1960,1,121799,7,1.326,50,0,457,1.0
6953,CLI6955,0,0,22,0,7,0,0,4,2002,2,15213,13,1.374,30,0,385,3.0
6954,CLI6956,1,0,32,1,3,1,0,4,1992,3,23583,43,2.066,30,0,196,0.0
6955,CLI6957,0,0,41,0,4,1,0,1,1983,3,88844,32,1.606,120,0,584,4.0
6956,CLI6958,1,1,28,1,5,0,0,2,1996,3,24895,13,1.581,30,1,337,0.5
6957,CLI6959,1,1,41,1,7,1,0,6,1983,3,37836,39,1.744,30,0,347,0.5
6958,CLI6960,1,1,75,1,4,2,0,1,1949,1,41366,15,1.658,50,0,168,0.0
6959,CLI6961,1,0,22,0,3,0,0,3,2002,2,12617,21,1.581,30,1,141,0.0
6960,CLI6962,1,1,24,0,3,0,0,3,2000,2,12463,25,2.34,30,0,97,0.0
6961,CLI6963,0,1,33,0,5,1,1,6,1991,3,24245,28,2.066,30,0,147,0.0
6962,CLI6964,0,1,91,1,0,2,2,2,1933,0,104994,26,11.305,50,1,358,0.5
6963,CLI6965,0,0,57,1,0,2,0,1,1967,1,30537,6,1.463,30,0,339,0.5
6964,CLI6966,0,0,21,0,3,0,0,1,2003,2,18580,6,1.443,30,0,307,0.5
6965,CLI6967,0,1,40,1,4,1,0,2,1984,3,34269,45,2.066,30,1,225,0.0
6966,CLI6968,1,0,34,0,3,1,0,4,1990,3,22692,2,0.962,30,0,367,3.0
6967,CLI6969,1,1,56,1,0,2,1,2,1968,1,119513,43,1.482,50,1,205,0.0
6968,CLI6970,0,1,58,1,0,2,1,2,1966,1,129129,26,1.15,50,0,304,0.5
6969,CLI6971,0,0,34,1,3,1,0,1,1990,3,23535,24,0.686,30,0,330,0.5
6970,CLI6972,1,1,63,0,7,2,0,4,1961,1,70418,44,1.541,30,1,242,0.0
6971,CLI6973,1,1,40,1,0,1,1,5,1984,3,23035,34,1.284,30,0,105,0.0
6972,CLI6974,1,0,39,0,5,1,0,3,1985,3,22950,2,1.123,30,0,565,4.0
6973,CLI6975,0,0,45,1,6,2,0,2,1979,1,100182,10,1.284,50,1,237,0.0
6974,CLI6976,1,1,76,1,0,2,0,1,1948,1,84765,15,0.974,50,0,286,0.0
6975,CLI6977,1,1,41,0,7,1,1,2,1983,3,39159,24,1.905,30,1,140,0.0
6976,CLI6978,0,1,45,1,3,2,0,1,1979,1,71937,2,0.778,50,0,372,3.0
6977,CLI6979,0,0,54,1,5,2,0,1,1970,1,82931,0,1.737,50,0,192,0.0
6978,CLI6980,1,1,65,1,6,2,1,3,1959,1,109412,20,0.994,80,1,201,0.0
6979,CLI6981,0,1,41,1,5,1,2,2,1983,3,77912,0,1.721,50,0,476,1.0
6980,CLI6982,0,1,75,1,8,2,2,4,1949,1,43743,31,1.717,30,1,169,0.0
6981,CLI6983,1,0,32,0,7,1,0,3,1992,3,31789,18,1.836,30,0,501,4.0
6982,CLI6984,0,0,46,1,0,2,0,2,1978,1,81325,39,1.267,50,1,190,0.0
6983,CLI6985,1,1,57,0,5,2,2,3,1967,1,62973,38,1.111,30,0,454,3.0
6984,CLI6986,0,1,51,1,0,2,1,4,1973,1,82522,34,1.717,80,1,149,0.0
6985,CLI6987,1,0,54,0,7,2,0,3,1970,1,39002,21,1.287,30,0,310,0.5
6986,CLI6988,0,0,36,1,4,1,0,5,1988,3,23221,6,1.284,30,0,42,0.0
6987,CLI6989,1,1,36,0,0,1,0,3,1988,3,23124,22,1.514,30,0,238,0.0
6988,CLI6990,0,0,28,0,4,0,0,3,1996,3,28436,20,12.015,30,1,391,3.0
6989,CLI6991,1,0,35,0,6,1,0,3,1989,3,27926,24,1.261,30,0,529,4.0
6990,CLI6992,0,1,96,1,8,2,2,2,1928,0,78342,10,0.896,50,1,226,0.0
6991,CLI6993,1,1,57,1,7,2,1,4,1967,1,25586,2,1.346,30,0,73,0.0
6992,CLI6994,0,0,30,0,4,0,0,8,1994,3,22625,16,1.33,30,1,269,0.0
6993,CLI6995,1,1,69,1,7,2,0,2,1955,1,49328,46,0.7,50,0,100,0.0
6994,CLI6996,0,1,98,1,8,2,2,2,1926,0,46760,3,1.306,50,0,290,0.0
6995,CLI6997,0,1,95,1,0,2,0,4,1929,0,64545,32,1.287,80,0,588,1.0
6996,CLI6998,1,1,34,0,2,1,1,2,1990,3,25368,32,1.238,30,1,296,0.0
6997,CLI6999,0,0,45,1,0,2,0,1,1979,1,46298,1,1.56,50,0,105,0.0
6998,CLI7000,0,1,39,0,0,1,1,2,1985,3,18184,3,1.169,30,1,158,0.0
6999,CLI7001,0,1,55,1,0,2,2,7,1969,1,60677,12,1.072,30,0,211,0.0
7000,CLI7002,0,1,77,0,4,2,1,2,1947,1,26178,34,1.267,30,0,516,4.0
7001,CLI7003,0,1,61,1,4,2,1,3,1963,1,121409,30,0.564,80,0,543,4.0
7002,CLI7004,0,1,40,1,1,1,1,5,1984,3,83956,22,0.962,30,0,286,0.0
7003,CLI7005,0,1,73,1,8,2,0,1,1951,1,113234,10,1.424,50,0,586,1.0
7004,CLI7006,1,1,52,1,6,2,2,2,1972,1,127089,16,1.365,50,1,268,0.0
7005,CLI7007,0,1,54,0,4,2,1,5,1970,1,37345,19,0.72,30,0,494,3.0
7006,CLI7008,1,1,72,1,0,2,1,4,1952,1,21554,8,1.619,30,1,316,0.5
7007,CLI7009,0,0,25,0,3,0,0,4,1999,2,28193,44,2.064,30,1,268,0.0
7008,CLI7010,1,1,50,0,0,2,2,4,1974,1,78256,31,1.091,30,1,386,3.0
7009,CLI7011,1,0,36,0,7,1,0,5,1988,3,30606,7,1.905,30,0,116,0.0
7010,CLI7012,1,1,53,1,2,2,2,3,1971,1,57932,2,1.658,80,1,396,3.0
7011,CLI7013,1,0,31,1,3,0,0,4,1993,3,26693,11,0.847,30,0,344,0.5
7012,CLI7014,0,0,30,1,0,0,0,8,1994,3,21874,31,1.215,30,0,158,0.0
7013,CLI7015,0,1,50,1,4,2,0,3,1974,1,86301,8,1.287,80,1,221,0.0
7014,CLI7016,0,1,54,1,7,2,1,3,1970,1,51699,23,1.737,30,1,319,0.5
7015,CLI7017,0,1,51,1,6,2,0,1,1973,1,39105,32,1.15,30,0,183,0.0
7016,CLI7018,0,1,62,1,0,2,1,2,1962,1,104719,10,1.052,50,0,338,0.5
7017,CLI7019,1,0,23,0,3,0,0,1,2001,2,21956,9,3.099,30,0,204,0.0
7018,CLI7020,0,1,32,0,0,1,1,2,1992,3,19763,36,2.02,30,0,183,0.0
7019,CLI7021,1,0,36,0,7,1,0,3,1988,3,19036,40,1.1,30,1,243,0.0
7020,CLI7022,0,1,63,1,0,2,1,4,1961,1,124755,33,1.717,80,0,200,0.0
7021,CLI7023,1,1,72,0,7,2,0,1,1952,1,36239,41,1.033,30,1,309,0.5
7022,CLI7024,0,1,67,1,4,2,1,5,1957,1,63949,2,1.306,30,0,285,0.0
7023,CLI7025,0,0,35,0,3,1,0,4,1989,3,19379,4,0.893,30,1,222,0.0
7024,CLI7026,1,1,39,1,0,1,0,1,1985,3,29376,11,1.054,30,0,86,0.0
7025,CLI7027,0,1,90,1,8,2,2,2,1934,0,55719,5,1.658,50,1,308,0.5
7026,CLI7028,0,1,41,0,4,1,0,4,1983,3,77367,45,2.043,30,1,206,0.0
7027,CLI7029,0,0,29,0,4,0,0,5,1995,3,20999,45,2.513,30,1,228,0.0
7028,CLI7030,1,0,35,1,3,1,0,3,1989,3,27938,33,1.307,30,0,37,0.0
7029,CLI7031,0,1,89,1,8,2,2,2,1935,0,105202,39,1.189,50,0,97,0.0
7030,CLI7032,1,0,54,1,0,2,0,1,1970,1,115789,16,0.818,50,0,275,0.0
7031,CLI7033,1,1,51,1,6,2,0,3,1973,1,43419,45,1.052,30,0,435,3.0
7032,CLI7034,0,0,22,0,5,0,0,4,2002,2,20513,31,2.375,30,0,325,0.5
7033,CLI7035,1,1,73,1,0,2,0,1,1951,1,48568,16,1.541,50,0,279,0.0
7034,CLI7036,1,0,30,1,7,0,0,3,1994,3,22753,10,1.123,30,0,142,0.0
7035,CLI7037,0,1,73,1,8,2,1,4,1951,1,25524,42,0.642,30,0,304,0.5
7036,CLI7038,1,1,34,1,0,1,1,3,1990,3,25233,1,1.192,30,0,63,0.0
7037,CLI7039,1,1,58,1,5,2,1,2,1966,1,21776,28,0.564,30,0,299,0.0
7038,CLI7040,0,0,32,1,5,1,0,5,1992,3,30476,44,2.02,30,1,252,0.0
7039,CLI7041,1,1,77,0,2,2,2,2,1947,1,49311,15,0.935,30,1,176,0.0
7040,CLI7042,1,1,66,1,7,2,1,5,1958,1,45084,46,1.58,30,0,303,0.5
7041,CLI7043,0,0,47,0,5,2,0,6,1977,1,65600,49,1.287,30,0,70,0.0
7042,CLI7044,1,1,80,1,7,2,0,1,1944,0,63779,19,1.15,50,0,495,3.0
7043,CLI7045,0,0,52,0,4,2,0,1,1972,1,89471,24,1.326,120,0,376,3.0
7044,CLI7046,1,1,52,0,7,2,1,3,1972,1,94925,9,0.642,30,1,311,0.5
7045,CLI7047,1,0,22,0,3,0,0,3,2002,2,16241,18,14.775,30,0,114,0.0
7046,CLI7048,1,1,42,1,0,2,0,2,1982,3,91710,44,1.491,50,0,329,0.5
7047,CLI7049,0,1,62,1,8,2,2,9,1962,1,54595,0,1.052,30,1,344,0.5
7048,CLI7050,1,1,56,1,0,2,1,5,1968,1,39931,47,15.215,30,0,454,3.0
7049,CLI7051,1,1,30,1,0,0,1,2,1994,3,22255,49,1.675,30,1,216,0.0
7050,CLI7052,1,0,33,1,0,1,0,2,1991,3,30782,8,1.583,30,0,172,0.0
7051,CLI7053,1,1,54,1,0,2,1,4,1970,1,90672,19,1.228,80,0,196,0.0
7052,CLI7054,0,0,33,1,3,1,0,6,1991,3,22970,36,0.962,30,1,221,0.0
7053,CLI7055,1,1,29,0,5,0,1,2,1995,3,27257,3,2.616,30,0,285,0.0
7054,CLI7056,0,1,64,0,6,2,1,6,1960,1,53350,15,0.7,30,0,405,3.0
7055,CLI7057,1,1,46,1,0,2,1,4,1978,1,93065,49,0.896,80,0,31,0.0
7056,CLI7058,1,0,25,0,3,0,0,1,1999,2,30981,29,1.823,30,0,266,0.0
7057,CLI7059,1,1,54,1,2,2,2,5,1970,1,67531,17,1.346,30,0,313,0.5
7058,CLI7060,1,1,65,1,2,2,2,4,1959,1,59856,44,1.248,80,1,248,0.0
7059,CLI7061,1,0,34,1,3,1,0,1,1990,3,22430,21,0.939,30,0,345,0.5
7060,CLI7062,0,1,54,1,0,2,1,5,1970,1,66349,19,0.564,30,1,251,0.0
7061,CLI7063,1,0,34,1,4,1,0,4,1990,3,18403,37,1.698,30,0,211,0.0
7062,CLI7064,1,1,35,1,0,1,1,2,1989,3,27562,2,1.238,30,1,288,0.0
7063,CLI7065,1,1,45,1,7,2,0,1,1979,1,91871,46,1.859,50,0,179,0.0
7064,CLI7066,1,1,78,1,2,2,2,4,1946,1,82458,2,0.72,80,0,571,4.0
7065,CLI7067,1,1,68,1,7,2,1,3,1956,1,54933,16,1.15,30,0,259,0.0
7066,CLI7068,1,0,29,1,0,0,0,4,1995,3,23613,18,14.775,30,0,437,3.0
7067,CLI7069,0,0,45,0,5,2,0,1,1979,1,37423,21,0.962,30,0,158,0.0
7068,CLI7070,1,0,45,1,5,2,0,2,1979,1,105762,9,1.652,50,1,137,0.0
7069,CLI7071,1,0,42,1,0,2,0,1,1982,3,112972,5,0.663,50,0,269,0.0
7070,CLI7072,1,1,58,1,0,2,1,3,1966,1,114500,31,0.974,80,0,295,0.0
7071,CLI7073,1,1,51,1,5,2,0,4,1973,1,54533,1,1.091,30,1,334,0.5
7072,CLI7074,1,1,55,1,2,2,2,3,1969,1,62292,37,1.228,80,0,251,0.0
7073,CLI7075,0,1,44,0,0,2,0,1,1980,1,116865,6,1.629,120,0,396,3.0
7074,CLI7076,0,0,54,0,0,2,0,1,1970,1,30011,4,1.267,30,0,321,0.5
7075,CLI7077,0,0,33,1,3,1,0,3,1991,3,30269,37,1.997,30,0,421,3.0
7076,CLI7078,1,1,40,1,0,1,1,4,1984,3,85006,46,1.79,30,0,549,4.0
7077,CLI7079,0,1,73,1,8,2,2,3,1951,1,65615,22,1.013,80,0,134,0.0
7078,CLI7080,1,1,34,0,6,1,0,4,1990,3,25848,2,1.284,30,0,87,0.0
7079,CLI7081,0,1,41,1,8,1,0,1,1983,3,121024,45,2.02,50,0,473,1.0
7080,CLI7082,0,0,29,0,3,0,0,1,1995,3,29613,1,12.015,30,0,86,0.0
7081,CLI7083,0,0,30,0,3,0,0,4,1994,3,26616,46,1.606,30,0,72,0.0
7082,CLI7084,1,1,77,0,8,2,0,1,1947,1,41939,35,1.17,30,1,128,0.0
7083,CLI7085,1,1,47,0,7,2,1,3,1977,1,62115,45,1.17,30,1,224,0.0
7084,CLI7086,1,0,46,0,7,2,0,3,1978,1,30209,41,0.837,30,0,569,4.0
7085,CLI7087,1,0,31,0,5,0,0,1,1993,3,23092,21,0.778,30,0,372,3.0
7086,CLI7088,1,0,42,1,0,2,0,1,1982,3,94757,8,1.123,50,0,347,0.5
7087,CLI7089,1,1,53,1,7,2,0,2,1971,1,60102,40,0.994,50,0,519,4.0
7088,CLI7090,1,1,40,0,7,1,1,2,1984,3,92249,2,1.905,120,0,94,0.0
7089,CLI7091,1,1,45,1,8,2,0,2,1979,1,55989,40,1.123,50,0,35,0.0
7090,CLI7092,1,1,44,1,0,2,0,2,1980,1,90246,19,1.675,50,0,176,0.0
7091,CLI7093,0,1,63,1,0,2,2,2,1961,1,112390,21,0.818,50,0,586,4.0
7092,CLI7094,0,1,55,1,0,2,2,4,1969,1,102014,37,1.052,80,0,552,4.0
7093,CLI7095,0,0,46,1,7,2,0,7,1978,1,40391,32,1.756,30,0,223,0.0
7094,CLI7096,1,0,22,0,6,0,0,5,2002,2,12779,44,1.098,30,0,285,0.0
7095,CLI7097,0,0,23,0,3,0,0,7,2001,2,15226,19,1.857,30,1,146,0.0
7096,CLI7098,1,1,42,0,0,2,1,2,1982,3,87980,39,0.686,120,0,500,0.0
7097,CLI7099,0,0,30,1,3,0,0,4,1994,3,28760,38,1.1,30,1,257,0.0
7098,CLI7100,0,0,29,1,6,0,0,1,1995,3,31515,46,12.015,30,0,159,0.0
7099,CLI7101,0,1,51,1,0,2,2,5,1973,1,78913,4,0.759,30,0,454,3.0
7100,CLI7102,0,0,30,0,4,0,0,6,1994,3,26757,34,1.468,30,1,161,0.0
7101,CLI7103,0,0,28,0,6,0,0,5,1996,3,25040,10,1.581,30,0,197,0.0
7102,CLI7104,1,1,96,1,8,2,2,2,1928,0,124442,24,1.033,50,0,197,0.0
7103,CLI7105,1,0,30,1,3,0,0,3,1994,3,24579,28,1.491,30,1,255,0.0
7104,CLI7106,0,1,53,1,6,2,0,1,1971,1,74632,41,15.215,50,1,263,0.0
7105,CLI7107,1,1,56,1,5,2,1,4,1968,1,51462,18,1.385,30,0,565,4.0
7106,CLI7108,1,1,89,1,8,2,2,2,1935,0,110284,42,1.248,50,0,167,0.0
7107,CLI7109,1,1,53,1,0,2,1,2,1971,1,75214,17,1.58,50,0,328,0.5
7108,CLI7110,1,1,57,0,0,2,2,2,1967,1,79485,25,0.72,120,0,321,0.5
7109,CLI7111,0,1,75,1,8,2,2,2,1949,1,48380,3,1.228,50,1,134,0.0
7110,CLI7112,1,1,39,1,0,1,1,3,1985,3,29182,17,1.077,30,1,168,0.0
7111,CLI7113,0,1,43,1,1,2,0,1,1981,3,129116,24,1.859,50,0,353,0.5
7112,CLI7114,0,1,58,1,0,2,2,2,1966,1,84808,25,0.779,50,0,124,0.0
7113,CLI7115,1,1,45,1,0,2,1,2,1979,1,121854,43,1.974,50,1,105,0.0
7114,CLI7116,1,1,45,1,0,2,2,2,1979,1,121341,26,1.376,50,1,194,0.0
7115,CLI7117,0,0,28,0,4,0,0,1,1996,3,27655,42,3.099,30,1,304,0.5
7116,CLI7118,0,1,25,0,3,0,2,2,1999,2,27501,45,3.065,30,1,400,3.0
7117,CLI7119,0,1,52,1,0,2,2,5,1972,1,21876,3,1.248,30,0,183,0.0
7118,CLI7120,0,1,39,1,0,1,2,2,1985,3,29465,32,1.376,30,0,36,0.0
7119,CLI7121,1,1,56,1,2,2,0,3,1968,1,94519,23,0.994,80,0,90,0.0
7120,CLI7122,0,0,42,1,4,2,0,1,1982,3,106530,33,2.043,50,1,222,0.0
7121,CLI7123,1,1,68,1,0,2,0,1,1956,1,79456,18,0.837,50,0,345,0.5
7122,CLI7124,0,0,47,1,7,2,0,1,1977,1,56084,10,15.215,50,0,550,1.0
7123,CLI7125,1,1,66,1,2,2,2,6,1958,1,22193,35,0.661,30,0,537,4.0
7124,CLI7126,1,1,52,1,2,2,2,4,1972,1,76066,19,1.404,80,0,468,1.0
7125,CLI7127,1,0,24,0,6,0,0,4,2000,2,15310,33,2.064,30,1,169,0.0
